,cost,meters,rooms,dist,floor
1500,680685.0,59.19,3.0,Wilda,1.0
1501,471125.0,37.69,2.0,Wilda,1.0
1502,642850.0,55.9,2.0,Wilda,1.0
1503,466750.0,37.34,2.0,Wilda,1.0
1504,572750.0,45.82,2.0,Wilda,1.0
1505,605625.0,48.45,2.0,Wilda,1.0
1506,688620.0,59.88,3.0,Wilda,1.0
1507,517625.0,41.41,2.0,Wilda,1.0
1508,686550.0,59.7,3.0,Wilda,1.0
1509,699000.0,86.0,4.0,wielkopolskie,0.0
1510,550000.0,70.47,4.0,Jeżyce,0.0
1511,373842.0,36.12,2.0,Nowe Miasto,1.0
1512,699000.0,86.0,4.0,wielkopolskie,0.0
1513,587951.0,64.61,3.0,Nowe Miasto,4.0
1514,699000.0,86.0,4.0,wielkopolskie,0.0
1515,552276.0,63.48,3.0,Grunwald,2.0
1516,560628.0,64.44,3.0,Grunwald,2.0
1517,512674.0,61.12,3.0,Stare Miasto,4.0
1518,355525.0,37.15,1.0,Grunwald,4.0
1519,256000.0,27.0,1.0,Stare Miasto,4.0
1520,659780.0,59.98,4.0,Grunwald,3.0
1521,278878.0,27.01,1.0,Stare Miasto,0.0
1522,388290.0,45.15,2.0,Stare Miasto,2.0
1523,388290.0,45.15,2.0,Stare Miasto,2.0
1524,388290.0,45.15,2.0,Stare Miasto,1.0
1525,388290.0,45.15,2.0,Stare Miasto,1.0
1526,426560.0,49.6,2.0,Stare Miasto,1.0
1527,397320.0,45.15,2.0,Stare Miasto,1.0
1528,397320.0,45.15,2.0,Stare Miasto,1.0
1529,397320.0,45.15,2.0,Stare Miasto,1.0
1530,447128.0,50.81,2.0,Stare Miasto,1.0
1531,388290.0,45.15,2.0,Stare Miasto,1.0
1532,388290.0,45.15,2.0,Stare Miasto,1.0
1533,388290.0,45.15,2.0,Stare Miasto,1.0
1534,348730.0,40.55,2.0,Stare Miasto,0.0
1535,352514.0,40.99,2.0,Stare Miasto,0.0
1536,367994.0,42.79,2.0,Stare Miasto,0.0
1537,360712.0,40.99,2.0,Stare Miasto,0.0
1538,360712.0,40.99,2.0,Stare Miasto,0.0
1539,360712.0,40.99,2.0,Stare Miasto,0.0
1540,360712.0,40.99,2.0,Stare Miasto,0.0
1541,409640.0,46.55,2.0,Stare Miasto,0.0
1542,352600.0,41.0,2.0,Stare Miasto,0.0
1543,509236.0,55.96,3.0,Grunwald,8.0
1544,526950.0,58.55,3.0,Grunwald,5.0
1545,549630.0,61.07,3.0,Grunwald,9.0
1546,560628.0,64.44,3.0,Grunwald,5.0
1547,503640.0,55.96,3.0,Grunwald,7.0
1548,532259.0,58.49,3.0,Grunwald,8.0
1549,561324.0,64.52,3.0,Grunwald,6.0
1550,526950.0,58.55,3.0,Grunwald,4.0
1551,340942.0,34.79,1.0,Grunwald,8.0
1552,549630.0,61.07,3.0,Grunwald,8.0
1553,552276.0,63.48,3.0,Grunwald,3.0
1554,515152.0,58.54,3.0,Grunwald,1.0
1555,625170.0,68.7,3.0,Grunwald,8.0
1556,507300.0,53.4,3.0,Grunwald,0.0
1557,552900.0,58.2,3.0,Grunwald,0.0
1558,644360.0,72.4,3.0,Grunwald,9.0
1559,561324.0,64.52,3.0,Grunwald,7.0
1560,560628.0,64.44,3.0,Grunwald,3.0
1561,618300.0,68.7,3.0,Grunwald,6.0
1562,611864.0,69.53,3.0,Grunwald,6.0
1563,549630.0,61.07,3.0,Grunwald,7.0
1564,521451.0,56.07,3.0,Grunwald,10.0
1565,604472.0,68.69,3.0,Grunwald,1.0
1566,485640.0,53.96,3.0,Grunwald,5.0
1567,503640.0,55.96,3.0,Grunwald,6.0
1568,498222.0,55.98,3.0,Grunwald,3.0
1569,515844.0,56.07,3.0,Grunwald,9.0
1570,611341.0,68.69,3.0,Grunwald,3.0
1571,618210.0,68.69,3.0,Grunwald,5.0
1572,345450.0,35.25,1.0,Grunwald,9.0
1573,554312.0,62.99,3.0,Grunwald,7.0
1574,485640.0,53.96,3.0,Grunwald,4.0
1575,503640.0,55.96,3.0,Grunwald,4.0
1576,627618.0,72.14,3.0,Grunwald,2.0
1577,492624.0,55.98,3.0,Grunwald,2.0
1578,543790.0,61.1,3.0,Grunwald,3.0
1579,618300.0,68.7,3.0,Grunwald,7.0
1580,543790.0,61.1,3.0,Grunwald,2.0
1581,629447.0,69.17,3.0,Grunwald,9.0
1582,480333.0,53.97,3.0,Grunwald,3.0
1583,543790.0,61.1,3.0,Grunwald,1.0
1584,618210.0,68.69,3.0,Grunwald,4.0
1585,526950.0,58.55,3.0,Grunwald,6.0
1586,526320.0,58.48,3.0,Grunwald,7.0
1587,642046.0,72.14,3.0,Grunwald,8.0
1588,549900.0,61.1,3.0,Grunwald,6.0
1589,515152.0,58.54,3.0,Grunwald,2.0
1590,604911.0,69.53,3.0,Grunwald,3.0
1591,625791.0,71.93,3.0,Grunwald,0.0
1592,625068.0,64.44,3.0,Grunwald,4.0
1593,503640.0,55.96,3.0,Grunwald,5.0
1594,549900.0,61.1,3.0,Grunwald,5.0
1595,634832.0,72.14,3.0,Grunwald,5.0
1596,549900.0,61.1,3.0,Grunwald,4.0
1597,604472.0,68.69,3.0,Grunwald,2.0
1598,642046.0,72.14,3.0,Grunwald,7.0
1599,350612.0,38.11,1.0,Grunwald,0.0
1600,611952.0,69.54,3.0,Grunwald,7.0
1601,618906.0,69.54,3.0,Grunwald,10.0
1602,523925.0,55.15,2.0,Grunwald,0.0
1603,555737.0,61.07,3.0,Grunwald,10.0
1604,604911.0,69.53,3.0,Grunwald,1.0
1605,530961.0,61.03,3.0,Grunwald,0.0
1606,604911.0,69.53,3.0,Grunwald,2.0
1607,618906.0,69.54,3.0,Grunwald,8.0
1608,635904.0,69.12,3.0,Grunwald,10.0
1609,627618.0,72.14,3.0,Grunwald,1.0
1610,586599.0,65.91,3.0,Grunwald,10.0
1611,485730.0,53.97,3.0,Grunwald,6.0
1612,618906.0,69.54,3.0,Grunwald,9.0
1613,480510.0,53.39,3.0,Grunwald,3.0
1614,567776.0,64.52,3.0,Grunwald,8.0
1615,611864.0,69.53,3.0,Grunwald,5.0
1616,574228.0,64.52,3.0,Grunwald,9.0
1617,349470.0,38.83,1.0,Grunwald,3.0
1618,611864.0,69.53,3.0,Grunwald,4.0
1619,369514.0,39.31,1.0,Grunwald,10.0
1620,547740.0,64.44,3.0,Grunwald,1.0
1621,552276.0,63.48,3.0,Grunwald,1.0
1622,365769.0,39.33,1.0,Grunwald,9.0
1623,554312.0,62.99,3.0,Grunwald,6.0
1624,560611.0,62.99,3.0,Grunwald,8.0
1625,634832.0,72.14,3.0,Grunwald,6.0
1626,560611.0,62.99,3.0,Grunwald,10.0
1627,643826.0,72.34,3.0,Grunwald,10.0
1628,560611.0,62.99,3.0,Grunwald,9.0
1629,560628.0,64.44,3.0,Grunwald,4.0
1630,558624.0,63.48,3.0,Grunwald,5.0
1631,475171.0,53.39,3.0,Grunwald,1.0
1632,480438.0,51.66,3.0,Grunwald,4.0
1633,558624.0,63.48,3.0,Grunwald,4.0
1634,475272.0,51.66,3.0,Grunwald,2.0
1635,493737.0,53.09,3.0,Grunwald,0.0
1636,451106.0,47.99,3.0,Grunwald,4.0
1637,475272.0,51.66,3.0,Grunwald,3.0
1638,495558.0,61.18,3.0,Stare Miasto,2.0
1639,352514.0,40.99,2.0,Stare Miasto,0.0
1640,352514.0,40.99,2.0,Stare Miasto,0.0
1641,487706.0,56.71,3.0,Stare Miasto,2.0
1642,383904.0,44.64,2.0,Stare Miasto,2.0
1643,388290.0,45.15,2.0,Stare Miasto,2.0
1644,388290.0,45.15,2.0,Stare Miasto,2.0
1645,388290.0,45.15,2.0,Stare Miasto,2.0
1646,388290.0,45.15,2.0,Stare Miasto,2.0
1647,397320.0,45.15,2.0,Stare Miasto,2.0
1648,397320.0,45.15,2.0,Stare Miasto,2.0
1649,397320.0,45.15,2.0,Stare Miasto,2.0
1650,397320.0,45.15,2.0,Stare Miasto,2.0
1651,397320.0,45.15,2.0,Stare Miasto,2.0
1652,397320.0,45.15,2.0,Stare Miasto,2.0
1653,397320.0,45.15,2.0,Stare Miasto,2.0
1654,397320.0,45.15,2.0,Stare Miasto,2.0
1655,379016.0,43.07,2.0,Stare Miasto,2.0
1656,559344.0,65.04,3.0,Stare Miasto,2.0
1657,388290.0,45.15,2.0,Stare Miasto,2.0
1658,388290.0,45.15,2.0,Stare Miasto,2.0
1659,388290.0,45.15,2.0,Stare Miasto,2.0
1660,383904.0,44.64,2.0,Stare Miasto,2.0
1661,487706.0,56.71,3.0,Stare Miasto,1.0
1662,384076.0,44.66,2.0,Stare Miasto,1.0
1663,388290.0,45.15,2.0,Stare Miasto,1.0
1664,388290.0,45.15,2.0,Stare Miasto,1.0
1665,370230.0,45.15,2.0,Stare Miasto,1.0
1666,388290.0,45.15,2.0,Stare Miasto,1.0
1667,447128.0,50.81,2.0,Stare Miasto,1.0
1668,397320.0,45.15,2.0,Stare Miasto,1.0
1669,397320.0,45.15,2.0,Stare Miasto,1.0
1670,397320.0,45.15,2.0,Stare Miasto,1.0
1671,397320.0,45.15,2.0,Stare Miasto,1.0
1672,397320.0,45.15,2.0,Stare Miasto,1.0
1673,397320.0,45.15,2.0,Stare Miasto,1.0
1674,397320.0,45.15,2.0,Stare Miasto,1.0
1675,397320.0,45.15,2.0,Stare Miasto,1.0
1676,379016.0,43.07,2.0,Stare Miasto,1.0
1677,388290.0,45.15,2.0,Stare Miasto,1.0
1678,388290.0,45.15,2.0,Stare Miasto,1.0
1679,370230.0,45.15,2.0,Stare Miasto,1.0
1680,383904.0,44.64,2.0,Stare Miasto,1.0
1681,348730.0,40.55,2.0,Stare Miasto,0.0
1682,348300.0,40.5,2.0,Stare Miasto,0.0
1683,352514.0,40.99,2.0,Stare Miasto,0.0
1684,352514.0,40.99,2.0,Stare Miasto,0.0
1685,352514.0,40.99,2.0,Stare Miasto,0.0
1686,352600.0,41.0,2.0,Stare Miasto,0.0
1687,513238.0,62.59,3.0,Stare Miasto,2.0
1688,474981.0,56.85,3.0,Stare Miasto,1.0
1689,501676.0,61.18,3.0,Stare Miasto,3.0
1690,656481.0,59.98,4.0,Grunwald,2.0
1691,308978.0,32.87,1.0,Nowe Miasto,4.0
1692,353549.0,31.88,1.0,Nowe Miasto,5.0
1693,425852.0,41.64,2.0,Nowe Miasto,3.0
1694,427462.0,41.59,2.0,Nowe Miasto,3.0
1695,441415.0,41.88,2.0,Nowe Miasto,5.0
1696,441122.0,41.88,2.0,Nowe Miasto,4.0
1697,421688.0,41.64,2.0,Nowe Miasto,2.0
1698,441415.0,41.88,2.0,Nowe Miasto,5.0
1699,432578.0,41.88,2.0,Nowe Miasto,2.0
1700,417482.0,41.64,2.0,Nowe Miasto,1.0
1701,431662.0,41.59,2.0,Nowe Miasto,4.0
1702,431662.0,41.59,2.0,Nowe Miasto,4.0
1703,441415.0,41.88,2.0,Nowe Miasto,5.0
1704,366000.0,32.6,1.0,Nowe Miasto,4.0
1705,441122.0,41.88,2.0,Nowe Miasto,4.0
1706,353549.0,31.88,1.0,Nowe Miasto,5.0
1707,413302.0,40.5,2.0,Nowe Miasto,3.0
1708,542703.0,42.07,2.0,Nowe Miasto,5.0
1709,442121.0,42.61,2.0,Nowe Miasto,1.0
1710,350584.0,31.88,1.0,Nowe Miasto,4.0
1711,425250.0,40.5,2.0,Nowe Miasto,5.0
1712,441415.0,41.88,2.0,Nowe Miasto,5.0
1713,455415.0,42.61,2.0,Nowe Miasto,4.0
1714,442121.0,42.61,2.0,Nowe Miasto,1.0
1715,425852.0,41.64,2.0,Nowe Miasto,3.0
1716,441415.0,41.88,2.0,Nowe Miasto,5.0
1717,360274.0,32.09,1.0,Nowe Miasto,4.0
1718,436808.0,41.88,2.0,Nowe Miasto,3.0
1719,548239.0,52.97,2.0,Nowe Miasto,5.0
1720,430016.0,41.64,2.0,Nowe Miasto,4.0
1721,305691.0,32.87,1.0,Nowe Miasto,3.0
1722,370767.0,32.09,1.0,Nowe Miasto,5.0
1723,455415.0,42.61,2.0,Nowe Miasto,4.0
1724,353310.0,32.09,1.0,Nowe Miasto,2.0
1725,455415.0,42.61,2.0,Nowe Miasto,4.0
1726,295275.0,31.75,1.0,Nowe Miasto,3.0
1727,350584.0,31.88,1.0,Nowe Miasto,4.0
1728,430016.0,41.64,2.0,Nowe Miasto,4.0
1729,455415.0,42.61,2.0,Nowe Miasto,4.0
1730,306440.0,32.6,1.0,Nowe Miasto,4.0
1731,350584.0,31.88,1.0,Nowe Miasto,4.0
1732,455415.0,42.61,2.0,Nowe Miasto,4.0
1733,514639.0,49.06,2.0,Nowe Miasto,5.0
1734,349781.0,32.09,1.0,Nowe Miasto,1.0
1735,306440.0,32.6,1.0,Nowe Miasto,4.0
1736,301625.0,31.75,1.0,Nowe Miasto,5.0
1737,419060.0,41.59,2.0,Nowe Miasto,1.0
1738,427462.0,41.59,2.0,Nowe Miasto,3.0
1739,427462.0,41.59,2.0,Nowe Miasto,3.0
1740,427462.0,41.59,2.0,Nowe Miasto,3.0
1741,441122.0,41.88,2.0,Nowe Miasto,4.0
1742,406253.0,40.52,1.0,Nowe Miasto,1.0
1743,354683.0,30.7,1.0,Nowe Miasto,5.0
1744,427462.0,41.59,2.0,Nowe Miasto,3.0
1745,353549.0,31.88,1.0,Nowe Miasto,5.0
1746,431662.0,41.59,2.0,Nowe Miasto,4.0
1747,441122.0,41.88,2.0,Nowe Miasto,4.0
1748,362446.0,32.6,1.0,Nowe Miasto,3.0
1749,450984.0,42.61,2.0,Nowe Miasto,3.0
1750,436808.0,41.88,2.0,Nowe Miasto,3.0
1751,298450.0,31.75,1.0,Nowe Miasto,4.0
1752,446552.0,42.61,2.0,Nowe Miasto,2.0
1753,455415.0,42.61,2.0,Nowe Miasto,4.0
1754,438282.0,42.24,2.0,Nowe Miasto,0.0
1755,344206.0,31.88,1.0,Nowe Miasto,2.0
1756,423261.0,41.59,2.0,Nowe Miasto,2.0
1757,421688.0,41.64,2.0,Nowe Miasto,2.0
1758,423261.0,41.59,2.0,Nowe Miasto,2.0
1759,424481.0,41.51,2.0,Nowe Miasto,0.0
1760,432578.0,41.88,2.0,Nowe Miasto,2.0
1761,423261.0,41.59,2.0,Nowe Miasto,2.0
1762,424481.0,41.51,2.0,Nowe Miasto,0.0
1763,432578.0,41.88,2.0,Nowe Miasto,2.0
1764,423261.0,41.59,2.0,Nowe Miasto,2.0
1765,432578.0,41.88,2.0,Nowe Miasto,2.0
1766,419060.0,41.59,2.0,Nowe Miasto,1.0
1767,446552.0,42.61,2.0,Nowe Miasto,2.0
1768,358926.0,32.6,1.0,Nowe Miasto,2.0
1769,417482.0,41.64,2.0,Nowe Miasto,1.0
1770,419060.0,41.59,2.0,Nowe Miasto,1.0
1771,442121.0,42.61,2.0,Nowe Miasto,1.0
1772,424481.0,41.51,2.0,Nowe Miasto,0.0
1773,432578.0,41.88,2.0,Nowe Miasto,2.0
1774,419060.0,41.59,2.0,Nowe Miasto,1.0
1775,419060.0,41.59,2.0,Nowe Miasto,1.0
1776,415534.0,41.24,2.0,Nowe Miasto,0.0
1777,442121.0,42.61,1.0,Nowe Miasto,1.0
1778,415534.0,41.24,2.0,Nowe Miasto,0.0
1779,355340.0,32.6,1.0,Nowe Miasto,1.0
1780,442121.0,42.61,2.0,Nowe Miasto,1.0
1781,351743.0,32.27,1.0,Nowe Miasto,0.0
1782,401541.0,40.05,1.0,Nowe Miasto,0.0
1783,336374.0,30.86,1.0,Nowe Miasto,0.0
1784,438282.0,42.24,2.0,Nowe Miasto,0.0
1785,424481.0,41.51,2.0,Nowe Miasto,0.0
1786,438282.0,42.24,2.0,Nowe Miasto,0.0
1787,415534.0,41.24,2.0,Nowe Miasto,0.0
1788,438282.0,42.24,2.0,Nowe Miasto,0.0
1789,438282.0,42.24,2.0,Nowe Miasto,0.0
1790,513976.0,62.68,3.0,Stare Miasto,3.0
1791,506964.0,61.08,3.0,Stare Miasto,3.0
1792,545061.0,65.67,4.0,Stare Miasto,3.0
1793,487241.0,57.39,3.0,Stare Miasto,3.0
1794,601418.0,72.46,4.0,Stare Miasto,3.0
1795,500748.0,60.66,3.0,Stare Miasto,1.0
1796,689052.0,88.34,4.0,Stare Miasto,3.0
1797,603591.0,72.46,4.0,Stare Miasto,2.0
1798,505200.0,62.68,3.0,Stare Miasto,1.0
1799,515003.0,60.66,3.0,Stare Miasto,3.0
1800,489934.0,59.35,3.0,Stare Miasto,1.0
1801,507708.0,62.68,3.0,Stare Miasto,2.0
1802,644520.0,78.6,4.0,Stare Miasto,3.0
1803,510271.0,60.66,3.0,Stare Miasto,2.0
1804,482764.0,57.39,3.0,Stare Miasto,2.0
1805,466575.0,62.21,3.0,Stare Miasto,0.0
1806,521389.0,61.82,3.0,Stare Miasto,2.0
1807,484020.0,56.85,3.0,Stare Miasto,2.0
1808,531367.0,61.83,3.0,Stare Miasto,4.0
1809,651201.0,78.6,4.0,Stare Miasto,4.0
1810,598239.0,72.47,4.0,Stare Miasto,1.0
1811,502688.0,61.08,3.0,Stare Miasto,2.0
1812,516506.0,61.82,3.0,Stare Miasto,1.0
1813,493110.0,61.18,3.0,Stare Miasto,1.0
1814,494610.0,61.29,3.0,Stare Miasto,0.0
1815,498922.0,61.18,3.0,Stare Miasto,1.0
1816,699000.0,77.0,4.0,wielkopolskie,0.0
1817,699000.0,91.0,4.0,wielkopolskie,0.0
1818,454830.0,42.31,2.0,Wilda,1.0
1819,699000.0,91.0,4.0,wielkopolskie,0.0
1820,453600.0,43.2,2.0,Stare Miasto,6.0
1821,432000.0,43.2,2.0,Stare Miasto,5.0
1822,432000.0,43.2,2.0,Stare Miasto,1.0
1823,699000.0,77.0,4.0,wielkopolskie,0.0
1824,694410.0,87.9,3.0,Jeżyce,3.0
1825,694568.0,87.92,3.0,Jeżyce,3.0
1826,698913.0,88.47,3.0,Jeżyce,3.0
1827,559360.0,58.88,3.0,Jeżyce,0.0
1828,559455.0,58.89,3.0,Jeżyce,0.0
1829,547740.0,60.86,3.0,Jeżyce,0.0
1830,541500.0,57.0,3.0,Jeżyce,0.0
1831,542450.0,57.1,3.0,Jeżyce,0.0
1832,567150.0,59.7,3.0,Jeżyce,0.0
1833,538935.0,56.73,3.0,Jeżyce,0.0
1834,663995.0,84.05,3.0,Jeżyce,3.0
1835,614215.0,56.35,3.0,Jeżyce,0.0
1836,659334.0,83.46,3.0,Jeżyce,3.0
1837,420812.0,42.94,2.0,Grunwald,1.0
1838,425106.0,42.94,2.0,Grunwald,2.0
1839,258000.0,27.0,1.0,Stare Miasto,0.0
1840,345000.0,36.21,2.0,Nowe Miasto,1.0
1841,699000.0,76.0,4.0,wielkopolskie,0.0
1842,490000.0,60.0,3.0,Nowe Miasto,1.0
1843,490000.0,60.0,4.0,Nowe Miasto,1.0
1844,699000.0,76.0,4.0,wielkopolskie,0.0
1845,698000.0,76.0,4.0,wielkopolskie,0.0
1846,699000.0,91.0,4.0,wielkopolskie,0.0
1847,397880.0,40.6,2.0,Nowe Miasto,0.0
1848,699000.0,92.0,4.0,wielkopolskie,0.0
1849,699000.0,76.0,4.0,wielkopolskie,0.0
1850,698000.0,91.0,4.0,wielkopolskie,0.0
1851,624335.0,70.15,3.0,Grunwald,3.0
1852,642162.0,74.67,3.0,Grunwald,2.0
1853,638456.0,70.16,3.0,Grunwald,4.0
1854,625937.0,70.33,3.0,Grunwald,3.0
1855,528088.0,59.84,4.0,Stare Miasto,4.0
1856,311108.0,29.7,1.0,Stare Miasto,1.0
1857,287000.0,26.01,1.0,Grunwald,3.0
1858,355000.0,41.09,2.0,Stare Miasto,1.0
1859,270775.0,27.0,1.0,Stare Miasto,2.0
1860,699000.0,76.0,4.0,wielkopolskie,0.0
1861,259000.0,28.0,1.0,Stare Miasto,4.0
1862,698000.0,91.0,4.0,wielkopolskie,0.0
1863,423900.0,51.3,3.0,Stare Miasto,1.0
1864,502722.0,50.78,2.0,Grunwald,2.0
1865,672075.0,46.35,3.0,Stare Miasto,5.0
1866,699000.0,77.0,4.0,wielkopolskie,0.0
1867,699000.0,76.0,4.0,wielkopolskie,0.0
1868,699000.0,91.0,4.0,wielkopolskie,0.0
1869,352900.0,38.89,2.0,Stare Miasto,2.0
1870,697000.0,77.0,4.0,wielkopolskie,0.0
1871,491568.0,55.86,4.0,Stare Miasto,5.0
1872,564694.0,76.31,4.0,Stare Miasto,1.0
1873,337637.0,32.86,2.0,Stare Miasto,0.0
1874,396522.0,41.96,2.0,Stare Miasto,0.0
1875,681724.0,84.95,4.0,Stare Miasto,5.0
1876,689000.0,86.0,4.0,Grunwald,2.0
1877,407000.0,46.0,2.0,Grunwald,2.0
1878,427000.0,46.0,2.0,Grunwald,1.0
1879,278878.0,27.01,1.0,Stare Miasto,0.0
1880,381122.0,38.11,2.0,Stare Miasto,1.0
1881,338813.0,34.75,2.0,Stare Miasto,0.0
1882,347003.0,35.59,2.0,Stare Miasto,0.0
1883,697000.0,76.0,4.0,wielkopolskie,0.0
1884,634671.0,65.0,3.0,Jeżyce,1.0
1885,437670.0,64.84,3.0,Jeżyce,1.0
1886,698000.0,91.0,4.0,wielkopolskie,0.0
1887,525294.0,53.06,2.0,Grunwald,2.0
1888,524106.0,52.94,2.0,Grunwald,2.0
1889,530600.0,53.06,2.0,Grunwald,3.0
1890,543943.0,52.81,2.0,Grunwald,3.0
1891,518812.0,52.94,2.0,Grunwald,1.0
1892,699000.0,76.0,4.0,wielkopolskie,0.0
1893,547401.0,58.64,3.0,B,6.0
1894,697000.0,91.0,4.0,wielkopolskie,0.0
1895,698000.0,77.0,4.0,wielkopolskie,0.0
